time,core-core,core-ifetch,core-alu,core-int,core-fp,core-mem,icache,dcache,dram,other,l2,sum,
0.0,0.3282439,0.05900663,0.202689,0.151694,0.304033,0.0884519,0.0679879,0.252152,3.58881203008,0.08176167,0,5.12483203008
1.0,0.6726336,0.13032321,0.202689,0.19256,0.304033,0.1590171,0.192428,0.326218,4.40445112782,0.04030809,0,6.62466112782
2.0,0.5231194,0.11087072,0.202689,0.164526,0.304033,0.1240482,0.11889,0.280997,3.75193984962,0.04396668,0,5.62507984962
3.0,0.3176176,0.06556766,0.202689,0.141513,0.304033,0.0797991,0.0707398,0.189118,3.34412030075,0.03258284,0,4.74778030075
4.0,0.3988623,0.08336523,0.202689,0.150858,0.304033,0.1006211,0.149284,0.232975,4.48601503759,0.04786237,0,6.15656503759
5.0,0.4196659,0.08551497,0.202689,0.154484,0.304033,0.104023,0.0949159,0.239895,2.36535338346,0.04753923,0,4.01811338346
6.0,0.2795788,0.05700001,0.202689,0.136631,0.304033,0.05991153,0.0678325,0.142143,2.52848120301,0.02489116,0,3.80319120301
7.0,0.308329,0.06115001,0.202689,0.141931,0.304033,0.0994666,0.0951956,0.213012,2.03909774436,0.01726379,0,3.48216774436
8.0,0.2131335,0.04235699,0.202689,0.129239,0.304033,0.0558789,0.0782336,0.12157,1.71284210526,0.01721601,0,2.87719210526
9.0,0.3507397,0.0687037,0.202689,0.147789,0.304033,0.0735216,0.0820582,0.154198,1.54971428571,0.0134178,0,2.94686428571
10.0,0.3149498,0.06232162,0.202689,0.14235,0.304033,0.0838953,0.0904537,0.194531,2.52848120301,0.03245658,0,3.95616120301
11.0,0.1524636,0,0.202689,0.122405,0.304033,0.05722313,0.0678325,0.129815,1.87596992481,0.04576877,0,2.95819992481
12.0,0.3869538,0.07929216,0.202689,0.151136,0.304033,0.1007213,0.105597,0.203638,1.54971428571,0.00963974,0,3.09341428571
13.0,0.11544459,0.024028267,0.202689,0.11571,0.304033,0.02915224,0.0455378,0.064133,1.14189473684,0.013357103,0,2.05597973684
14.0,0.3373124,0.0702254,0.202689,0.142908,0.304033,0.07077819,0.0952112,0.131766,1.54971428571,0.00208681,0,2.90672428571
15.0,0.5900822,0.12721807,0.202689,0.170384,0.304033,0.0846851,0.125668,0.138742,1.06033082707,0.00201863,0,2.80585082707
16.0,0.2627829,0.05622968,0.202689,0.132586,0.304033,0.05514068,0.0886347,0.104574,1.22345864662,0.00582004,0,2.43594864662
17.0,0.4745967,0.09698008,0.202689,0.161318,0.304033,0.1095517,0.103622,0.212203,1.71284210526,0.00211652,0,3.37995210526
18.0,0.2858446,0.05780411,0.202689,0.138026,0.304033,0.0770593,0.0761037,0.167869,1.38658646617,0.02096129,0,2.71697646617
19.0,0.4391425,0.08753066,0.202689,0.158389,0.304033,0.0966694,0.0825247,0.231598,1.95753383459,0.04747374,0,3.60758383459
20.0,0.3318879,0.06690819,0.202689,0.143744,0.304033,0.0914066,0.0915265,0.213121,2.52848120301,0.03622381,0,4.01002120301
21.0,0.4467889,0.08859105,0.202689,0.158808,0.304033,0.1683897,0,0.449061,3.5072481203,0.10348045,0.0614389,5.4905281203
22.0,0.5851584,0.12037202,0.202689,0.174987,0.304033,0.1617076,0.130208,0.351874,2.12066165414,0.03622098,0,4.18791165414
