0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174
5.0972381203,5.3343242105,6.8678528571,3.2085677444,6.3960528571,3.2278977444,6.1021154887,3.3050199248,3.1650138346,2.0900930075,2.5701864662,3.2120277444,3.5702216541,3.6891394737,1.6677512782,3.1523542857,3.2410742857,2.5753725564,3.470656015,2.8153525564,2.3309286466,4.074531203,6.0361537594,3.0710486466,4.4060821053,3.6531999248,2.3274969173,3.8776525564,4.2143403759,7.5718728571,0.7180869098,2.9036181955,9.1761358647,9.8699393233,10.2576149624,9.5417715038,10.1562410526,9.7034593233,9.8012554135,10.3412027819,11.9086531579,2.4097964662,2.1525830075,2.8529790977,4.3651225564,4.5940247368,4.6026647368,4.2082430075,4.2432969173,3.3846990977,4.3654908271,4.4200208271,4.8818930075,4.5357912782,5.5003669173,3.994985188,4.7426069173,4.6007108271,5.4247869173,4.4527730075,5.3615908271,4.6605690977,5.3566469173,5.2336086466,5.2873708271,3.3978034587,5.9094725564,5.1764430075,5.4161047368,5.1377890977,4.4906290977,4.4132790977,4.7627212782,4.5665469173,6.7197590226,1.0358107293,2.0377573684,2.6997090977,4.0293769173,4.9710825564,6.6890534587,6.4127438346,1.8508599173,1.6280834587,2.8661012782,3.8313908271,5.1324125564,1.7424190075,1.6221395489,4.9470086466,2.2502834587,4.0713055639,2.0022090977,10.6023,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,16.5237639098,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,17.6129,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4581,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4581,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.418,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,11.5914390977,1.9483490977,3.1602099248
5.1889620301,6.3637533083,5.2851681203,3.4967416541,5.9956272181,3.6280933835,6.006181579,3.5844116541,3.1650138346,1.7415412782,2.5049925564,3.6257633835,3.4784977444,3.5974155639,1.6677512782,3.1523542857,3.2410742857,2.5653025564,3.5623999248,3.0198403759,2.7741903759,6.7741250376,3.9525116541,3.8309608271,4.2145051128,2.5481308271,3.3619630075,2.4177469173,6.0886529323,5.5876803008,1.3372963684,5.8976481203,8.8779341353,10.3614488722,9.6117354135,9.8012554135,10.3530527819,9.6079915038,9.9028193233,10.8041762406,8.4398858647,1.8864739173,2.0447290977,4.3158864662,4.6765986466,3.9936269173,4.7995847368,3.9240030075,4.1073790977,3.2730090977,4.4463547368,5.4744086466,4.341765188,4.676365188,5.1949469173,3.995545188,5.1830608271,5.1424986466,4.646265188,4.6855269173,5.2186590977,5.6337047368,4.5754630075,5.1217908271,4.4154069173,4.8022890977,5.5778725564,5.7285469173,4.505275188,5.0905469173,4.4351090977,4.7024230075,4.9794712782,4.4159769173,5.318041203,0.690837,3.2993625564,2.8883873684,4.1918781955,4.9777456391,6.6108673684,5.2635977444,1.6489200977,3.2567769173,3.2037134587,2.8049373684,4.2614042857,1.5048922782,3.1073190977,3.8661908271,4.429626015,1.8571349173,1.5114295489,17.0286,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,16.5237639098,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,17.6129,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.2235,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4581,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4581,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,5.7438247368,2.008505188,
5.1889620301,6.3854333083,5.2636781203,3.2871238346,6.2971889474,3.2711316541,6.3508233083,3.5967516541,3.0677999248,1.3406674587,2.9676442857,3.6612333835,3.5354816541,3.4573077444,1.8223190977,3.1182142857,3.2954842857,2.4838786466,3.5623899248,3.0103603759,2.5375325564,3.8229733835,6.7540033083,2.481385188,5.5206129323,2.3907730075,2.7698508271,3.4403786466,4.8291438346,6.9114693985,1.0140476391,3.9016955639,9.7193715038,9.7034593233,10.3516088722,9.6301815038,9.7805493233,9.9763071429,9.538047594,10.4372706015,10.7892440601,1.8619439173,2.1631630075,3.3878508271,4.8607325564,4.5808186466,4.3854930075,4.5127847368,3.9400590977,3.3696090977,4.5112847368,4.2990430075,4.7933230075,4.5470090977,5.0924090977,4.207185188,4.9797847368,5.2492786466,4.4131912782,4.7384669173,5.3823808271,5.4811530075,5.0790769173,4.9328608271,4.3567369173,4.2257890977,5.9295225564,5.6090930075,4.3014390977,5.2977390977,4.6010830075,4.6775630075,4.6918912782,4.8182530075,5.8484951128,1.0114777293,3.0673047368,1.8681017293,4.3826564662,4.6727030075,6.5413134587,6.4242377444,1.7180740075,1.7467634587,3.4750912782,3.7609169173,4.4751164662,1.7559270075,3.0298490977,3.513625188,3.0431190977,3.2106999248,1.9872390977,12.8472,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,16.7183639098,18.4374,18.436,18.4368,18.4374,18.436,18.4368,18.4374,18.436,18.4368,18.4374,18.436,18.4368,17.653,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,17.6605,18.4374,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4188,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4498,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,10.0198130075,2.2003930075,2.7978521053
5.1889620301,6.3637533083,5.2851681203,3.4967416541,5.9956272181,3.6280933835,6.1021154887,3.4884677444,3.1650138346,1.849185188,2.8110542857,3.2120277444,3.4784977444,3.5974155639,1.6677512782,3.1523542857,3.2410742857,2.5653225564,3.5623999248,3.0198403759,2.7742003759,6.7657150376,3.9449116541,3.5898730075,4.3467790226,2.3881330075,3.6470147368,2.4177469173,5.9549190226,5.7214142105,1.3190523684,5.1782846617,9.615537594,10.2249549624,9.7480293233,9.8012554135,9.8869171429,10.0741671429,9.8810593233,10.8259362406,8.4398858647,1.8803699173,2.0508590977,4.3158564662,4.3866747368,4.0849408271,4.5810430075,4.3409347368,4.1073790977,3.2729990977,4.4463547368,5.3254786466,4.1394373684,5.0558430075,5.1668969173,3.995545188,5.2475708271,5.0940386466,4.630265188,4.6855269173,5.2371690977,5.6153547368,4.5754630075,5.1217908271,4.4154069173,4.8918130075,5.4883186466,5.7285469173,4.350015188,5.1507130075,4.5302130075,4.7024230075,4.9794612782,4.4159569173,5.318041203,0.690837,3.2993825564,2.8883973684,4.1918681955,4.9777256391,6.6108673684,5.2635977444,1.6489050977,3.2567869173,3.2037034587,2.7438073684,4.3225242857,1.5048922782,3.1039790977,3.8695408271,2.6822234587,3.0880199248,2.0279390977,15.5274,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,16.4844639098,18.436,18.4374,18.4368,18.436,18.4374,18.4368,18.436,18.4374,18.4368,18.436,18.4374,18.4368,17.6522,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4581,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4581,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4111,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,6.8585469173,2.1165190977,
5.1889620301,6.6568311278,5.7469437594,4.7826703008,6.1161011278,4.7722907519,3.3183877444,3.2735138346,2.8805021053,3.289946015,3.6479094737,2.9710799248,3.6641177444,1.5174362782,2.9138642857,2.9143047368,2.4790886466,3.6051299248,2.5950225564,3.437416015,4.4700568421,5.9369398496,3.3753642857,4.5056821053,3.6464199248,2.0371290977,4.1930403759,3.3384630075,8.4457202256,0.7180869098,2.1117127368,9.7615015038,9.462377594,10.1340210526,10.2576149624,9.0613819549,10.6954745113,9.6092315038,10.1116010526,11.7791892481,2.7807781955,2.3370808271,2.7686290977,4.4480725564,4.6239147368,3.8776169173,4.1357890977,4.3661208271,3.437515188,4.2065008271,5.0510525564,4.7346190977,4.769385188,4.6943830075,4.1586912782,5.4279547368,4.4544708271,4.9642090977,4.7930208271,4.8097869173,5.4091130075,5.3077069173,5.1573147368,4.4961512782,4.3977669173,5.4139147368,5.4608808271,4.8643530075,5.1320190977,4.9121208271,4.056065188,5.059415188,4.9509769173,6.3525233835,1.5099272782,1.8925073684,2.303145188,3.8754130075,4.9785203759,6.9186617293,6.6005538346,2.2250945564,1.0721277293,3.2042930075,3.9115669173,4.9735247368,1.9469278271,1.6221295489,4.9469786466,2.2353734587,4.0862255639,2.0022090977,10.274,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,16.5237639098,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,17.6599,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4111,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4581,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4581,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,11.8828390977,1.9513490977,3.1183499248,
5.1889620301,6.3854333083,5.2636781203,3.2871238346,6.2971889474,3.2711316541,6.3508233083,3.5967516541,3.0678099248,1.3406674587,2.9676442857,3.6612333835,3.5354816541,3.4573077444,1.8223190977,3.1182042857,3.2539642857,2.3808747368,3.7068938346,2.7236186466,2.8242742857,3.5811755639,7.3426489474,2.6345973684,5.2328107519,2.3881330075,2.8716130075,3.1648886466,5.6181672932,6.0864259399,1.1078785489,4.5578451128,9.7095215038,10.3493488722,9.7034593233,9.8110954135,9.8869171429,9.9847032331,9.7550054135,10.8481462406,9.1751193233,1.9507998271,2.0569590977,3.7141947368,4.5108686466,4.5875586466,4.5857630075,4.3347847368,4.1095190977,3.2684090977,4.4485847368,5.0797186466,4.1987973684,5.0279130075,4.550515188,4.8170469173,5.0618308271,4.7055647368,4.6080812782,4.8530508271,5.1534530075,5.5114169173,5.2012108271,4.8153569173,4.2691830075,4.8279630075,5.4692425564,5.4346090977,4.7810090977,5.1447969173,4.7227769173,4.9088230075,4.8883212782,4.1587090977,5.6785090226,0.690837,3.2993825564,2.7427834587,4.3349021053,4.8294217293,6.7566012782,5.2635777444,1.6489200977,3.2567769173,3.2037134587,2.7398373684,4.3225242857,1.5048922782,3.1073390977,3.8661908271,3.7814425564,1.9887608271,2.0279390977,16.2312,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,16.7183639098,18.4374,18.436,18.4368,18.4374,18.436,18.4368,18.4374,18.436,18.4368,18.4374,18.436,18.4368,17.8875,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,17.8482,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4581,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4111,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,6.2956069173,2.2071530075,
5.1889620301,6.3637533083,5.2851681203,3.4967416541,5.9956272181,3.6281133835,6.1021154887,3.4884677444,3.1650138346,1.849175188,2.8110542857,3.2120277444,3.4784977444,3.5974155639,1.6677512782,3.1523542857,3.2410742857,2.5653025564,3.5623999248,3.0198703759,2.7741903759,6.7657150376,3.9449216541,3.5898730075,4.3467790226,2.3881130075,3.5639047368,2.5008269173,5.9549190226,5.7214142105,1.3190523684,5.1782746617,9.615537594,9.6334954135,10.3396888722,9.8012554135,9.8869171429,10.0741671429,9.2783297744,11.4286657895,8.4398858647,1.8803699173,2.0508590977,3.6353847368,4.5598086466,4.5875586466,4.5857630075,4.3347847368,4.1095190977,3.2684090977,4.4485847368,5.0797186466,4.1987973684,5.0279130075,4.524855188,4.8425369173,5.0618308271,4.7055647368,4.6080812782,4.8530508271,5.1332730075,5.5315769173,5.2012108271,4.8153569173,4.2244830075,4.8726930075,5.4692425564,5.4346090977,5.0725669173,4.8530290977,4.7743669173,4.8572930075,4.9188812782,4.1281590977,5.6825090226,0.690837,3.2993625564,2.7427834587,4.3374821053,4.8206817293,6.7658912782,5.0517699248,1.7471560075,3.3156908271,3.1661734587,2.8290873684,4.2351603759,1.591626188,3.1131590977,3.8695508271,2.6822234587,3.0880199248,2.0279390977,15.5744,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,16.4769639098,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,17.6599,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4581,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.418,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4512,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,6.8117469173,2.1165090977,
5.0972381203,5.3343242105,6.8678528571,3.2085677444,6.3960528571,3.2278877444,6.1021154887,3.3050199248,3.1650138346,2.0900930075,2.5701864662,3.2120277444,3.5702116541,3.6891394737,1.6677512782,3.0977142857,3.2954842857,2.5754025564,3.470656015,2.8153525564,2.3530186466,4.052611203,6.0361537594,3.0710586466,4.4060821053,3.6532199248,2.3274969173,3.8776525564,4.2143403759,7.5718428571,0.7180869098,2.9042181955,9.7089115038,9.6430054135,9.9511332331,10.2697249624,9.428287594,10.3516088722,9.3918236842,10.752678421,11.2582096992,2.4097964662,2.1671230075,2.8384290977,4.3651425564,4.5940247368,4.6026647368,4.2082430075,4.2432969173,3.4289190977,4.3641108271,4.3772108271,4.8818930075,4.7441012782,5.2920469173,3.994965188,4.7426069173,4.8520447368,5.1734730075,4.5354830075,5.2876508271,4.7105490977,5.5778908271,4.9534247368,5.2873508271,3.3978034587,5.9094725564,5.3005530075,5.3136647368,5.1458290977,4.7984930075,4.101905188,5.1165890977,4.2450190977,6.6647890226,1.0358107293,2.0344473684,2.8712490977,4.3416925564,4.6035169173,6.5960234587,6.4247138346,1.8361329173,1.7467634587,3.3170612782,3.7536308271,4.7321664662,1.7559270075,2.2136256391,4.3304686466,2.648245188,3.6049938346,1.9872390977,12.4251,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,16.4844639098,18.436,18.4374,18.4368,18.436,18.4374,18.4368,18.436,18.4374,18.4368,18.436,18.4374,18.4368,17.6522,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4581,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4581,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4111,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,9.8791730075,2.2003830075,2.7978421053
5.1889620301,6.3854333083,5.2636781203,3.2871238346,6.2971889474,3.2711316541,6.3508233083,3.5967516541,3.0677999248,1.3406534587,2.9676442857,3.6612333835,3.5354816541,3.4573077444,1.8223190977,3.1182042857,3.2954842857,2.4838586466,3.5623699248,3.0103603759,2.6587664662,3.7017194737,6.7540033083,2.515145188,5.4868429323,2.3907730075,2.7810208271,3.4292286466,4.8291438346,6.9114693985,1.0140476391,3.254996015,9.7080815038,9.6117354135,10.1780010526,10.0764271429,9.5200115038,10.3283388722,9.1740758647,11.1869840601,10.7892440601,1.8619439173,2.1631630075,2.9483230075,5.1318803759,4.7150386466,3.6950890977,4.5707969173,4.0542530075,3.3997890977,4.8994625564,3.9671190977,4.7680630075,5.0085130075,4.796635188,4.5240690977,4.9006347368,4.5288808271,4.802735188,4.9229508271,5.3121669173,5.160395188,5.0869686466,5.1182069173,4.7436808271,4.2548590977,5.9295225564,4.9610273684,4.9437947368,5.0829090977,4.8201030075,4.6660930075,4.5315912782,4.5891790977,6.2630190226,1.0114777293,2.1965773684,2.7387990977,4.3826464662,4.8506730075,6.6335434587,6.1544277444,1.7180740075,1.9835534587,3.5480912782,3.5059769173,4.4204664662,1.7686930075,2.3012656391,4.2300886466,2.9487190977,3.3043199248,1.9872390977,12.7534,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,16.5237639098,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,17.6129,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4581,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4581,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.418,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,9.5437630075,2.2004230075,2.7978421053
5.1889620301,6.3854333083,5.2636781203,3.2871238346,6.2971889474,3.2711316541,6.3508233083,3.5967516541,3.0678099248,1.3406534587,2.9676442857,3.6612333835,3.5354816541,3.4573077444,1.8223190977,3.1182042857,3.2539642857,2.3808747368,3.7069038346,2.7236186466,2.8242742857,3.5811755639,6.6327433083,2.6105930075,4.3772221053,3.7430938346,2.6685008271,3.5395886466,4.5098421053,7.2576411278,0.7180869098,3.5511477444,9.3118497744,10.0079771429,10.1780010526,9.5541015038,10.0422971429,9.6117354135,9.8907193233,10.9496562406,10.8115640601,2.0769477368,2.1631430075,2.8480990977,5.1671742857,4.7797686466,3.6950890977,4.5707969173,4.0542530075,3.3997890977,4.8994625564,3.9623590977,4.7613730075,5.0199730075,4.796635188,4.5240690977,4.9006347368,4.5288808271,4.802735188,4.9229508271,5.3121669173,5.160395188,5.0869686466,5.0981269173,4.7637608271,4.2548590977,5.9295225564,4.9610273684,4.9437947368,5.0829090977,4.8201030075,4.6660930075,4.5315912782,4.5691190977,6.2870490226,1.0114777293,2.1907673684,2.7446190977,4.3826464662,5.1502630075,6.5512034587,5.9388777444,1.7180740075,2.1508334587,3.6514312782,3.4296608271,4.4348503759,1.559983188,3.0852190977,3.5581590977,2.990165188,3.1510999248,1.948765188,16.1781,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,15.4376278195,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,17.8463,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.2235,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4119,18.483,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4111,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,18.4368,7.3746969173,2.1095490977,
